CustomerID,TotalSpending,NumTransactions,NumProducts,TotalQuantity,AvgOrderValue,Recency,KMeansCluster,HierCluster,Country,RFM_Segment
13637,810.5,3,79,409,8.024752475247524,51,0,1,United Kingdom,Loyal
13638,122.64,1,8,93,15.33,15,0,1,United Kingdom,At Risk
13639,1346.27,2,49,997,22.81813559322034,73,0,1,United Kingdom,At Risk
13640,405.0,1,4,108,101.25,610,0,1,United Kingdom,Lost
13641,1016.47,5,41,1098,23.10159090909091,640,0,1,United Kingdom,Lost
13642,514.72,4,93,253,4.515087719298246,215,0,1,United Kingdom,Lost
13643,2156.77,10,71,902,21.144803921568627,30,0,1,United Kingdom,Champion
13644,2624.26,4,144,2067,17.974383561643837,15,0,1,United Kingdom,Loyal
13645,252.1,1,5,158,50.42,119,0,1,United Kingdom,At Risk
13646,326.25,2,58,79,5.625,399,0,1,United Kingdom,Lost
13647,3071.68,8,98,1803,21.940571428571428,9,0,1,United Kingdom,Champion
13648,1764.02,8,95,960,16.641698113207546,399,0,1,United Kingdom,Lost
13649,1678.88,6,97,863,13.324444444444445,256,0,1,United Kingdom,Lost
13650,3288.0,10,127,1746,19.11627906976744,16,0,1,United Kingdom,Champion
13651,226.85,3,14,62,16.20357142857143,34,0,1,United Kingdom,Loyal
13652,2570.85,5,116,1570,16.1688679245283,45,0,1,United Kingdom,Champion
13653,152.2,1,9,72,16.91111111111111,487,0,1,United Kingdom,Lost
13654,6308.0,11,262,4762,19.173252279635257,42,0,1,United Kingdom,Champion
13655,2280.51,6,103,1225,19.163949579831936,113,0,1,United Kingdom,At Risk
13656,1078.85,4,81,862,12.400574712643676,164,0,1,United Kingdom,At Risk
13657,382.14,2,16,209,23.88375,10,0,1,United Kingdom,At Risk
13658,6025.5,9,164,2171,25.424050632911392,9,0,1,United Kingdom,Champion
13659,4894.88,12,224,2539,17.799563636363636,205,0,1,United Kingdom,Lost
13660,314.59,1,39,137,7.672926829268292,399,0,1,United Kingdom,Lost
13661,325.24,1,17,118,19.131764705882354,602,0,1,United Kingdom,Lost
13662,2250.11,11,126,1179,16.424160583941607,85,0,1,United Kingdom,Loyal
13663,2047.51,5,87,893,20.681919191919192,178,0,1,United Kingdom,At Risk
13665,1711.6599999999999,3,97,1652,16.147735849056602,385,0,1,United Kingdom,Lost
13666,127.89999999999999,5,19,54,6.731578947368421,59,0,1,United Kingdom,Loyal
13667,305.02,1,82,154,3.505977011494253,148,0,1,United Kingdom,At Risk
13668,13089.94,35,411,6133,16.99992207792208,2,0,1,United Kingdom,Champion
13669,413.55,3,13,393,29.539285714285715,50,0,1,United Kingdom,Loyal
13670,349.7,1,25,282,13.988,74,0,1,United Kingdom,At Risk
13671,194.95,1,61,107,2.5651315789473683,394,0,1,United Kingdom,Lost
13672,419.92,3,13,138,23.32888888888889,300,0,1,United Kingdom,Lost
13673,396.92,2,47,119,6.106461538461539,18,0,1,United Kingdom,At Risk
13674,240.68,1,14,102,17.19142857142857,432,0,1,United Kingdom,Lost
13675,486.82000000000005,2,25,330,19.472800000000003,150,0,1,United Kingdom,At Risk
13676,243.9,2,13,104,18.76153846153846,538,0,1,United Kingdom,Lost
13677,556.1899999999999,2,98,218,5.19803738317757,404,0,1,United Kingdom,Lost
13678,232.6,1,16,924,14.5375,151,0,1,United Kingdom,At Risk
13679,281.26,3,44,102,5.6251999999999995,493,0,1,United Kingdom,Lost
13680,11435.67,12,354,5252,17.539371165644173,0,0,1,United Kingdom,Champion
13681,827.83,4,37,360,14.523333333333333,17,0,1,United Kingdom,Loyal
13682,59.5,1,3,10,19.833333333333332,186,0,1,United Kingdom,Lost
13683,258.6,1,10,180,25.860000000000003,457,0,1,United Kingdom,Lost
13684,596.98,4,81,235,5.476880733944954,285,0,1,United Kingdom,Lost
13685,3119.44,7,29,5056,79.98564102564103,2,0,1,United Kingdom,Champion
13686,409.04,3,27,378,12.030588235294118,182,0,1,United Kingdom,Lost
13687,11880.84,1,45,87167,264.01866666666666,437,0,0,United Kingdom,Lost
13688,375.5,1,5,130,75.1,634,0,1,United Kingdom,Lost
13689,1259.5,2,6,722,139.94444444444446,62,0,1,United Kingdom,At Risk
13690,172.25,1,9,67,19.13888888888889,58,0,1,United Kingdom,At Risk
13691,212.78,1,54,145,3.9403703703703705,395,0,1,United Kingdom,Lost
13692,3114.4,5,83,2101,32.44166666666667,24,0,1,United Kingdom,Champion
13693,2011.82,9,78,880,18.97943396226415,373,0,1,United Kingdom,Lost
13694,196482.81,143,896,189205,128.8411868852459,3,1,0,United Kingdom,Champion
13695,2770.73,16,47,1791,28.861770833333335,30,0,1,United Kingdom,Champion
13696,2020.4,3,24,552,84.18333333333334,421,0,1,United Kingdom,Lost
13697,151.29999999999998,1,12,177,12.608333333333333,38,0,1,United Kingdom,At Risk
13698,465.53000000000003,2,31,231,11.638250000000001,596,0,1,United Kingdom,Lost
13699,764.15,2,33,219,20.6527027027027,154,0,1,United Kingdom,At Risk
13700,2613.46,13,163,2809,10.754979423868313,25,0,1,United Kingdom,Champion
13701,161.0,1,9,80,17.88888888888889,446,0,1,United Kingdom,Lost
13702,135.18,1,5,74,27.036,445,0,1,United Kingdom,Lost
13703,425.56,2,36,128,11.501621621621622,317,0,1,United Kingdom,Lost
13704,2308.06,9,111,1531,17.224328358208954,4,0,1,United Kingdom,Champion
13705,2035.33,7,55,1009,24.23011904761905,7,0,1,United Kingdom,Champion
13706,631.17,2,38,301,16.609736842105264,302,0,1,United Kingdom,Lost
13707,3365.86,5,142,2210,21.715225806451613,266,0,1,United Kingdom,Lost
13708,296.88,1,49,306,5.821176470588235,270,0,1,United Kingdom,Lost
13709,7591.75,18,296,4130,18.60723039215686,3,0,1,United Kingdom,Champion
13710,509.52,3,13,336,33.967999999999996,31,0,1,United Kingdom,Loyal
13711,1792.26,9,80,819,19.48108695652174,218,0,1,United Kingdom,Lost
13712,766.42,2,32,1128,23.224848484848483,246,0,1,United Kingdom,Lost
13713,743.26,3,70,286,9.064146341463415,407,0,1,United Kingdom,Lost
13714,161.35,1,30,50,5.378333333333333,464,0,1,United Kingdom,Lost
13715,8483.29,17,277,4934,15.886310861423222,280,0,1,United Kingdom,Lost
13716,138.28,1,21,138,6.584761904761905,268,0,1,United Kingdom,Lost
13717,1763.3,8,110,2144,14.220161290322581,31,0,1,United Kingdom,Champion
13718,306.55,2,9,173,25.545833333333334,245,0,1,United Kingdom,Lost
13719,2815.25,11,194,1599,11.216135458167331,14,0,1,United Kingdom,Champion
13720,799.9,4,42,501,18.60232558139535,116,0,1,United Kingdom,At Risk
13721,741.54,2,41,512,17.655714285714286,35,0,1,United Kingdom,At Risk
13722,5635.41,10,137,3059,29.816984126984128,131,0,1,United Kingdom,At Risk
13723,1209.2,6,51,629,20.494915254237288,216,0,1,United Kingdom,Lost
13724,213.01,1,39,130,5.071666666666666,636,0,1,United Kingdom,Lost
13725,1980.56,8,95,806,19.043846153846154,49,0,1,United Kingdom,Champion
13726,1079.6599999999999,2,39,1054,25.70619047619047,38,0,1,United Kingdom,At Risk
13727,1080.05,8,74,370,12.857738095238094,28,0,1,United Kingdom,Champion
13728,2855.17,16,75,1269,17.409573170731708,36,0,1,United Kingdom,Champion
13729,724.73,3,36,419,18.582820512820515,435,0,1,United Kingdom,Lost
13730,752.6,2,38,488,17.50232558139535,135,0,1,United Kingdom,At Risk
13731,610.59,2,36,278,16.068157894736842,218,0,1,United Kingdom,Lost
13732,491.86,1,33,498,14.904848484848486,27,0,1,United Kingdom,At Risk
13733,487.03000000000003,2,28,335,16.794137931034484,410,0,1,United Kingdom,Lost
13734,6701.640000000001,4,24,303,239.34428571428575,508,0,1,United Kingdom,Lost
13735,9813.22,13,362,4158,14.959176829268293,24,0,1,United Kingdom,Champion
13736,2766.21,7,325,1552,4.966265709156194,4,0,1,United Kingdom,Champion
13737,339.59999999999997,1,29,125,11.319999999999999,199,0,1,United Kingdom,Lost
13738,440.93,1,88,240,4.792717391304348,395,0,1,United Kingdom,Lost
13739,292.2,2,6,76,48.699999999999996,17,0,1,United Kingdom,At Risk
13740,1597.77,5,83,991,16.818631578947368,240,0,1,United Kingdom,Lost
13741,668.4300000000001,3,34,218,19.65970588235294,71,0,1,United Kingdom,Loyal
13742,3131.02,12,200,1124,9.753956386292835,16,0,1,United Kingdom,Champion
13743,1341.6,7,8,1776,32.72195121951219,2,0,1,United Kingdom,Champion
13744,1156.36,2,54,1249,16.060555555555553,94,0,1,United Kingdom,At Risk
13745,777.36,2,46,1146,13.881428571428572,161,0,1,United Kingdom,At Risk
13746,176.69,1,9,83,19.63222222222222,413,0,1,United Kingdom,Lost
13747,249.39999999999998,2,4,68,41.56666666666666,373,0,1,United Kingdom,Lost
13748,2268.35,9,40,1108,38.44661016949152,95,0,1,United Kingdom,At Risk
13750,3602.1800000000003,11,51,1370,48.02906666666667,53,0,1,United Kingdom,Champion
13751,296.25,1,9,152,32.916666666666664,287,0,1,United Kingdom,Lost
13752,1590.73,7,75,1007,16.744526315789475,123,0,1,United Kingdom,At Risk
13753,2094.57,4,64,1450,26.182125000000003,287,0,1,United Kingdom,Lost
13754,447.05,3,16,315,21.288095238095238,151,0,1,United Kingdom,At Risk
13755,2161.35,9,232,1264,6.319736842105263,3,0,1,United Kingdom,Champion
13756,9207.5,23,142,5441,26.458333333333332,1,0,1,United Kingdom,Champion
13757,195.55,1,8,54,24.44375,674,0,1,United Kingdom,Lost
13758,9416.98,15,213,5068,30.47566343042071,11,0,1,United Kingdom,Champion
13759,659.4100000000001,2,24,287,26.376400000000004,32,0,1,United Kingdom,At Risk
13760,1363.6399999999999,5,95,623,11.459159663865545,53,0,1,United Kingdom,Champion
13761,1952.17,6,118,1079,16.001393442622952,49,0,1,United Kingdom,Champion
13762,2472.48,5,23,2608,70.64228571428572,218,0,1,United Kingdom,Lost
13763,5217.4400000000005,3,50,3224,104.34880000000001,62,0,1,United Kingdom,Loyal
13764,2953.26,6,295,2099,7.8544148936170215,70,0,1,United Kingdom,Loyal
13765,352.821,1,17,297,20.754176470588238,652,0,1,United Kingdom,Lost
13766,190.35,1,16,137,11.197058823529412,494,0,1,United Kingdom,Lost
13767,35540.53,73,117,15235,44.705069182389934,1,0,1,United Kingdom,Champion
13768,875.97,2,30,373,26.544545454545457,726,0,1,United Kingdom,Lost
13769,5800.42,20,121,2574,20.352350877192983,1,0,1,United Kingdom,Champion
13770,785.37,4,48,468,16.361875,421,0,1,United Kingdom,Lost
13771,5728.82,9,182,3140,26.522314814814813,63,0,1,United Kingdom,Loyal
13772,3114.22,8,394,1456,5.416034782608695,33,0,1,United Kingdom,Champion
13773,301.54,2,19,174,15.870526315789474,396,0,1,United Kingdom,Lost
13774,345.0,1,22,192,15.681818181818182,81,0,1,United Kingdom,At Risk
13775,1049.66,1,63,455,16.661269841269842,590,0,1,United Kingdom,Lost
13776,623.98,2,1,2,311.99,427,0,1,United Kingdom,Lost
13777,56478.42,61,44,26742,144.44608695652173,0,0,1,United Kingdom,Champion
13778,1124.49,4,33,511,25.55659090909091,102,0,1,United Kingdom,At Risk
13779,161.13,1,27,53,5.967777777777777,515,0,1,United Kingdom,Lost
13780,735.82,3,90,481,7.3582,6,0,1,United Kingdom,Loyal
13781,778.83,3,56,300,13.663684210526316,250,0,1,United Kingdom,Lost
13782,1793.72,13,187,649,7.351311475409836,12,0,1,United Kingdom,Champion
13783,1542.09,4,4,3437,154.209,487,0,1,United Kingdom,Lost
13784,2910.23,14,13,2827,67.67976744186046,9,0,1,United Kingdom,Champion
13785,542.49,4,26,151,18.083000000000002,428,0,1,United Kingdom,Lost
13786,3358.94,6,80,1652,27.088225806451614,366,0,1,United Kingdom,Lost
13787,1222.5,6,71,998,14.215116279069768,75,0,1,United Kingdom,Loyal
13788,3.75,1,1,1,3.75,504,0,1,United Kingdom,Lost
13789,239.45999999999998,1,18,258,13.303333333333333,387,0,1,United Kingdom,Lost
13790,348.8,1,45,748,7.751111111111111,3,0,1,United Kingdom,At Risk
13791,1516.0,2,7,1200,137.8181818181818,127,0,1,United Kingdom,At Risk
13792,383.95,3,23,156,16.693478260869565,65,0,1,United Kingdom,Loyal
13793,96.0,1,7,52,13.714285714285714,646,0,1,United Kingdom,Lost
13794,126.03,1,9,63,14.003333333333334,546,0,1,United Kingdom,Lost
13795,836.3,4,23,1250,28.837931034482757,387,0,1,United Kingdom,Lost
13796,289.7,1,22,218,13.168181818181818,498,0,1,United Kingdom,Lost
13797,1179.45,3,71,573,15.121153846153847,436,0,1,United Kingdom,Lost
13798,75836.87,110,168,48347,105.03721606648199,0,1,0,United Kingdom,Champion
13799,2803.57,9,64,1539,26.448773584905663,116,0,1,United Kingdom,At Risk
13800,1679.56,3,73,891,23.00767123287671,309,0,1,United Kingdom,Lost
13801,324.8,1,23,168,14.121739130434783,66,0,1,United Kingdom,At Risk
13802,26259.11,19,212,14129,58.61408482142857,138,0,1,United Kingdom,At Risk
13803,1338.91,3,73,831,17.16551282051282,254,0,1,United Kingdom,Lost
13804,3208.52,9,149,1833,18.985325443786984,30,0,1,United Kingdom,Champion
13805,924.6,2,10,1900,71.12307692307692,51,0,1,United Kingdom,At Risk
13806,256.38,1,10,56,25.637999999999998,63,0,1,United Kingdom,At Risk
13807,534.8,3,24,152,16.7125,366,0,1,United Kingdom,Lost
13808,1747.66,5,70,782,22.995526315789476,5,0,1,United Kingdom,Champion
13818,61.28,1,5,60,12.256,429,0,1,United Kingdom,Lost
13819,2642.35,6,47,2309,26.161881188118812,301,0,1,United Kingdom,Lost
13820,660.65,3,68,287,7.3405555555555555,417,0,1,United Kingdom,Lost
13821,1410.73,6,158,483,6.749904306220095,144,0,1,United Kingdom,At Risk
13822,632.0,2,90,611,6.583333333333333,5,0,1,United Kingdom,At Risk
13823,3403.4500000000003,7,108,1564,20.880061349693253,18,0,1,United Kingdom,Champion
13824,3314.76,12,59,1442,33.147600000000004,32,0,1,United Kingdom,Champion
13825,255.59,2,38,182,6.38975,621,0,1,United Kingdom,Lost
13826,189.5,1,10,82,18.95,175,0,1,United Kingdom,At Risk
13827,412.05,3,83,141,4.430645161290323,57,0,1,United Kingdom,Loyal
13828,209.49,1,15,311,13.966000000000001,21,0,1,United Kingdom,At Risk
13829,102.0,1,1,12,102.0,420,0,1,United Kingdom,Lost
13830,156.85000000000002,1,11,47,14.259090909090911,581,0,1,United Kingdom,Lost
13831,7023.58,18,121,2557,37.5592513368984,15,0,1,United Kingdom,Champion
13832,613.6899999999999,2,54,422,10.766491228070175,18,0,1,United Kingdom,At Risk
13833,701.36,2,43,244,15.585777777777778,158,0,1,United Kingdom,At Risk
13834,324.19,2,15,221,20.261875,576,0,1,United Kingdom,Lost
13835,1095.27,7,60,520,15.426338028169013,24,0,1,United Kingdom,Champion
13836,620.37,2,29,273,20.011935483870968,398,0,1,United Kingdom,Lost
13837,271.24,2,17,183,14.275789473684211,211,0,1,United Kingdom,Lost
13838,1966.09,10,328,794,4.165444915254237,5,0,1,United Kingdom,Champion
13839,139.95000000000002,1,7,25,19.992857142857144,485,0,1,United Kingdom,Lost
13840,651.4,1,40,358,16.285,415,0,1,United Kingdom,Lost
13841,85.0,1,1,100,85.0,252,0,1,United Kingdom,Lost
13842,5629.91,18,214,2879,15.858901408450704,58,0,1,United Kingdom,Champion
13843,319.75,1,18,145,17.76388888888889,380,0,1,United Kingdom,Lost
13844,361.62,1,20,196,18.081,10,0,1,United Kingdom,At Risk
13845,312.98,1,9,182,34.775555555555556,64,0,1,United Kingdom,At Risk
13846,1307.79,4,81,705,16.145555555555553,24,0,1,United Kingdom,Loyal
13847,310.72,1,19,96,16.353684210526318,719,0,1,United Kingdom,Lost
13848,3335.0,8,3,10200,303.1818181818182,91,0,1,United Kingdom,At Risk
13849,3469.3,5,189,1883,15.769545454545455,51,0,1,United Kingdom,Champion
13850,1595.48,1,93,944,17.155698924731183,128,0,1,United Kingdom,At Risk
13851,4606.46,8,111,2525,32.903285714285715,95,0,1,United Kingdom,At Risk
13852,187.35000000000002,1,11,85,17.031818181818185,610,0,1,United Kingdom,Lost
13853,1090.14,1,23,312,47.39739130434783,56,0,1,United Kingdom,At Risk
13854,12253.96,39,61,3710,67.70143646408839,8,0,1,United Kingdom,Champion
13855,1310.3400000000001,4,64,575,17.949863013698632,500,0,1,United Kingdom,Lost
13856,1142.03,11,33,1105,21.148703703703703,168,0,1,United Kingdom,At Risk
13857,1001.01,6,99,782,7.820390625,392,0,1,United Kingdom,Lost
13858,216.17,1,11,75,19.651818181818182,56,0,1,United Kingdom,At Risk
13859,515.86,2,34,167,14.329444444444444,325,0,1,United Kingdom,Lost
13860,1245.9,5,58,591,16.39342105263158,0,0,1,United Kingdom,Champion
13861,273.26,2,21,225,13.012380952380951,428,0,1,United Kingdom,Lost
13862,2556.09,9,113,1927,15.9755625,17,0,1,United Kingdom,Champion
13863,1239.55,4,59,553,17.707857142857144,247,0,1,United Kingdom,Lost
13864,662.4000000000001,1,1,192,662.4000000000001,385,0,1,United Kingdom,Lost
13865,501.56,4,26,204,16.718666666666667,57,0,1,United Kingdom,Loyal
13866,145.67000000000002,1,7,57,20.810000000000002,73,0,1,United Kingdom,At Risk
13867,1015.29,3,51,513,16.644098360655736,30,0,1,United Kingdom,Loyal
13868,3192.54,2,32,1964,96.74363636363637,6,0,1,United Kingdom,At Risk
13869,8111.57,10,502,4358,9.432058139534883,122,0,1,United Kingdom,At Risk
13870,5712.08,15,159,3449,23.701576763485477,1,0,1,United Kingdom,Champion
13871,7885.85,17,183,3502,19.616542288557216,22,0,1,United Kingdom,Champion
13872,919.57,3,51,339,16.13280701754386,526,0,1,United Kingdom,Lost
13873,1038.92,8,55,472,17.315333333333335,119,0,1,United Kingdom,At Risk
13874,2049.15,7,46,864,29.697826086956525,357,0,1,United Kingdom,Lost
13875,4814.37,14,159,3072,17.831,53,0,1,United Kingdom,Champion
13876,122.7,1,7,36,17.52857142857143,63,0,1,United Kingdom,At Risk
13877,449.68,3,23,478,19.551304347826086,85,0,1,United Kingdom,Loyal
13878,2473.06,4,93,959,23.112710280373832,54,0,1,United Kingdom,Loyal
13879,395.5,1,25,204,15.82,645,0,1,United Kingdom,Lost
13880,4391.66,17,148,2589,19.177554585152837,20,0,1,United Kingdom,Champion
13881,45179.1,43,182,29760,98.8601750547046,2,0,1,United Kingdom,Champion
13882,1191.13,5,54,953,18.325076923076924,2,0,1,United Kingdom,Champion
13883,6560.02,15,200,3584,20.759556962025318,10,0,1,United Kingdom,Champion
13884,1888.48,10,108,797,9.939368421052631,6,0,1,United Kingdom,Champion
13885,506.8,2,28,182,18.1,188,0,1,United Kingdom,Lost
13886,243.56,1,16,126,15.2225,70,0,1,United Kingdom,At Risk
13887,349.55,1,19,147,18.397368421052633,203,0,1,United Kingdom,Lost
13888,2169.05,7,124,903,11.788315217391306,119,0,1,United Kingdom,At Risk
13889,1991.23,6,57,979,23.990722891566264,92,0,1,United Kingdom,At Risk
13890,2927.38,14,100,1392,16.921271676300577,0,0,1,United Kingdom,Champion
13891,863.5600000000001,3,97,479,8.6356,377,0,1,United Kingdom,Lost
13892,1267.6499999999999,6,33,3125,35.2125,26,0,1,United Kingdom,Champion
13893,821.1,1,21,190,39.1,297,0,1,United Kingdom,Lost
13894,564.62,3,25,354,20.911851851851853,23,0,1,United Kingdom,Loyal
13895,4008.52,6,154,2060,21.551182795698924,27,0,1,United Kingdom,Champion
13896,388.55,1,21,149,18.502380952380953,625,0,1,United Kingdom,Lost
13897,1160.72,3,58,820,19.67322033898305,49,0,1,United Kingdom,Loyal
13898,686.4,2,43,544,14.921739130434782,325,0,1,United Kingdom,Lost
13899,388.52,2,19,156,20.448421052631577,15,0,1,United Kingdom,At Risk
13900,1610.59,6,80,938,16.95357894736842,182,0,1,United Kingdom,Lost
13901,5676.34,15,280,3344,18.310774193548387,71,0,1,United Kingdom,Loyal
13903,165.45000000000002,1,10,103,16.545,399,0,1,United Kingdom,Lost
13904,332.64,2,24,332,12.793846153846154,36,0,1,United Kingdom,At Risk
13905,312.65,1,12,135,26.054166666666664,732,0,1,United Kingdom,Lost
13906,42.0,1,1,100,42.0,408,0,1,United Kingdom,Lost
13907,136.8,1,4,68,34.2,691,0,1,United Kingdom,Lost
13908,2369.55,4,104,1478,19.42254098360656,79,0,1,United Kingdom,Loyal
13909,286.6,2,35,302,7.348717948717949,422,0,1,United Kingdom,Lost
13911,4234.99,20,178,4487,17.7940756302521,56,0,1,United Kingdom,Champion
13912,124.95,1,7,29,17.85,423,0,1,United Kingdom,Lost
13913,42.22,1,3,10,14.073333333333332,506,0,1,United Kingdom,Lost
13914,626.45,2,28,380,18.983333333333334,11,0,1,United Kingdom,At Risk
13915,70.80000000000001,1,2,24,35.400000000000006,393,0,1,United Kingdom,Lost
13916,1275.81,4,72,673,17.240675675675675,463,0,1,United Kingdom,Lost
13917,272.04,2,16,228,15.113333333333335,49,0,1,United Kingdom,At Risk
13918,1212.8400000000001,2,30,1140,40.428000000000004,49,0,1,United Kingdom,At Risk
13920,1774.68,4,81,1772,20.635813953488373,431,0,1,United Kingdom,Lost
13921,730.7,4,36,210,16.606818181818184,401,0,1,United Kingdom,Lost
13922,865.2,3,30,467,28.84,351,0,1,United Kingdom,Lost
13923,351.13,1,20,185,17.5565,53,0,1,United Kingdom,At Risk
13924,1838.8500000000001,6,90,1575,15.716666666666669,1,0,1,United Kingdom,Champion
13925,678.25,4,28,331,16.54268292682927,92,0,1,United Kingdom,At Risk
13926,223.85000000000002,1,11,104,20.35,22,0,1,United Kingdom,At Risk
13927,708.26,2,37,463,17.274634146341462,74,0,1,United Kingdom,At Risk
13928,464.57,4,23,129,17.206296296296298,10,0,1,United Kingdom,Loyal
13929,3494.1,11,38,1566,61.3,168,0,1,United Kingdom,At Risk
13930,337.34,2,15,274,19.843529411764706,57,0,1,United Kingdom,At Risk
13931,5257.38,11,205,3488,19.399926199261994,95,0,1,United Kingdom,At Risk
13932,307.4,1,16,72,19.2125,294,0,1,United Kingdom,Lost
13933,608.7900000000001,2,23,205,26.469130434782613,108,0,1,United Kingdom,At Risk
13934,922.1,1,31,390,29.74516129032258,263,0,1,United Kingdom,Lost
13935,6116.92,3,67,2252,76.4615,596,0,1,United Kingdom,Lost
13936,939.66,3,56,661,15.9264406779661,179,0,1,United Kingdom,At Risk
13937,880.13,2,54,587,16.298703703703705,168,0,1,United Kingdom,At Risk
13938,71.66,1,7,70,10.237142857142857,34,0,1,United Kingdom,At Risk
13939,1560.96,7,91,1608,14.190545454545456,22,0,1,United Kingdom,Champion
13940,839.14,4,39,516,17.12530612244898,16,0,1,United Kingdom,Loyal
13941,11122.300000000001,15,42,5426,105.92666666666668,21,0,1,United Kingdom,Champion
13942,320.0,1,1,1000,320.0,534,0,1,United Kingdom,Lost
13943,246.54,1,15,94,16.436,577,0,1,United Kingdom,Lost
13944,200.43,1,35,153,5.726571428571429,652,0,1,United Kingdom,Lost
13945,854.15,2,49,413,16.748039215686273,394,0,1,United Kingdom,Lost
13946,1876.23,6,49,2847,33.504107142857144,78,0,1,United Kingdom,Loyal
13947,90.6,1,5,44,18.119999999999997,64,0,1,United Kingdom,At Risk
13948,548.76,4,23,248,22.865,360,0,1,United Kingdom,Lost
13949,2427.32,6,124,2474,15.170750000000002,2,0,1,United Kingdom,Champion
13950,745.06,4,33,323,21.28742857142857,10,0,1,United Kingdom,Loyal
13951,674.45,3,38,459,17.293589743589745,175,0,1,United Kingdom,At Risk
13952,12823.521,14,238,5947,31.35335207823961,217,0,1,United Kingdom,Lost
13953,6640.68,12,8,5224,265.6272,6,0,1,United Kingdom,Champion
13954,439.92,2,24,150,17.5968,0,0,1,United Kingdom,At Risk
13955,545.17,3,82,274,6.266321839080459,153,0,1,United Kingdom,At Risk
13956,1026.42,5,123,491,6.752763157894737,4,0,1,United Kingdom,Champion
13957,458.25,3,21,157,16.97222222222222,417,0,1,United Kingdom,Lost
13958,4709.2300000000005,8,172,2264,20.745506607929517,379,0,1,United Kingdom,Lost
13959,1076.18,6,120,700,6.602331288343558,78,0,1,United Kingdom,Loyal
13960,230.22,2,11,142,19.185,20,0,1,United Kingdom,At Risk
13961,538.4,1,19,226,28.336842105263155,391,0,1,United Kingdom,Lost
13962,362.8,3,23,160,15.773913043478261,21,0,1,United Kingdom,Loyal
13963,3011.87,17,129,2061,17.510872093023256,307,0,1,United Kingdom,Lost
13964,438.9,2,22,228,18.287499999999998,386,0,1,United Kingdom,Lost
13965,996.61,3,23,425,41.525416666666665,476,0,1,United Kingdom,Lost
13966,390.86,1,21,772,17.766363636363636,434,0,1,United Kingdom,Lost
13967,166.3,2,4,66,27.71666666666667,145,0,1,United Kingdom,At Risk
13968,123.66,1,8,174,15.4575,422,0,1,United Kingdom,Lost
13969,13365.87,35,472,6817,12.08487341772152,6,0,1,United Kingdom,Champion
13970,846.55,2,10,469,65.11923076923077,385,0,1,United Kingdom,Lost
13971,4667.57,14,184,3084,18.30419607843137,18,0,1,United Kingdom,Champion
13972,190.25,2,15,187,12.683333333333334,70,0,1,United Kingdom,At Risk
13973,264.7,1,11,109,24.063636363636363,286,0,1,United Kingdom,Lost
13974,677.72,2,43,356,15.76093023255814,48,0,1,United Kingdom,At Risk
13975,5358.84,12,434,3934,7.126117021276596,30,0,1,United Kingdom,Champion
13976,1192.36,4,49,452,21.292142857142856,206,0,1,United Kingdom,Lost
13977,519.8100000000001,1,13,303,39.98538461538462,410,0,1,United Kingdom,Lost
13978,196.79000000000002,2,14,315,13.119333333333335,14,0,1,United Kingdom,At Risk
13979,3416.23,7,356,2296,8.41435960591133,72,0,1,United Kingdom,Loyal
13980,799.92,5,57,477,12.306461538461537,59,0,1,United Kingdom,Champion
13981,331.14,1,22,234,15.05181818181818,415,0,1,United Kingdom,Lost
13982,4445.59,9,123,2736,17.571501976284587,38,0,1,United Kingdom,Champion
13983,7108.45,21,238,4157,20.84589442815249,29,0,1,United Kingdom,Champion
13984,2048.6,12,53,1421,22.02795698924731,26,0,1,United Kingdom,Champion
13985,10020.86,22,149,4936,20.87679166666667,3,0,1,United Kingdom,Champion
13986,320.46,1,12,430,24.650769230769228,16,0,1,United Kingdom,At Risk
13987,682.54,2,46,492,14.837826086956522,379,0,1,United Kingdom,Lost
13988,4757.8,8,218,3385,16.12813559322034,19,0,1,United Kingdom,Champion
13989,2026.06,5,61,2207,23.558837209302325,65,0,1,United Kingdom,Loyal
13990,311.3,1,16,190,19.45625,212,0,1,United Kingdom,Lost
13991,855.97,6,58,998,10.190119047619048,11,0,1,United Kingdom,Champion
13992,219.5,3,10,154,19.954545454545453,29,0,1,United Kingdom,Loyal
13993,6775.71,19,110,2135,25.960574712643677,42,0,1,United Kingdom,Champion
13994,2313.14,6,122,940,14.923483870967742,3,0,1,United Kingdom,Champion
13995,3902.01,14,146,2359,16.965260869565217,14,0,1,United Kingdom,Champion
13996,895.76,2,29,613,27.144242424242425,385,0,1,United Kingdom,Lost
13997,382.31,3,36,146,8.31108695652174,518,0,1,United Kingdom,Lost
13998,566.7,3,30,204,18.280645161290323,446,0,1,United Kingdom,Lost
13999,9502.26,29,174,5043,20.391115879828327,9,0,1,United Kingdom,Champion
14000,2046.3400000000001,5,28,1838,41.76204081632653,210,0,1,United Kingdom,Lost
14001,4530.09,9,60,1873,40.447232142857146,45,0,1,United Kingdom,Champion
14002,529.73,2,47,877,11.270851063829788,133,0,1,United Kingdom,At Risk
14003,209.41,1,16,149,13.088125,732,0,1,United Kingdom,Lost
14004,6258.45,11,127,3425,25.968672199170125,42,0,1,United Kingdom,Champion
14005,2874.72,5,53,2478,34.22285714285714,9,0,1,United Kingdom,Champion
14006,2196.67,7,55,2181,28.528181818181817,115,0,1,United Kingdom,At Risk
